id,brand,model,color,registration_date,year,price_in_euro,power_kw,power_ps,transmission_type,fuel_type,fuel_consumption_l_100km,fuel_consumption_g_km,mileage_in_km,offer_description
76033,ford,Ford Explorer,silver,06/2023,2023,80470,336,457,Automatic,Hybrid,"3,1 l/100 km",66 g/km,10.0,Platinum 457PS Plug-in-Hybrid/PDC
53402,fiat,Fiat 500C,white,07/2014,2014,7900,63,86,Manual,Petrol,4 l/100 km,92 g/km,116500.0,500 C 0.9 TwinAir Start&Stopp Lounge
10214,audi,Audi A3,grey,05/2015,2015,15990,81,110,Manual,Diesel,"3,8 l/100 km",101 g/km,69840.0,1.6 TDI Attraction PDC NAVI SH KLIMA
52559,ferrari,Ferrari Portofino,red,02/2023,2023,284630,456,620,Automatic,Petrol,"11,2 l/100 km",384 g/km,80.0,"M , Neufahrzeug mit Tageszulassung"
6456,audi,Audi A5,grey,02/2012,2012,21555,180,245,Automatic,Diesel,"5,7 l/100 km",151 g/km,121147.0,3.0 quattro 3x S-line Spurhaltassist Garantie
52601,fiat,Fiat Idea,blue,06/2005,2005,2900,74,101,Manual,Diesel,"5,5 l/100 km",146 g/km,165000.0,1.9 Multijet Class (135)
219,alfa-romeo,Alfa Romeo Spider,grey,09/2007,2007,14500,147,200,Manual,Diesel,"6,8 l/100 km",180 g/km,33000.0,2.4 JTD 20V Exclusive Spider (177)
59559,ford,Ford Transit,blue,06/2010,2010,8500,63,86,Manual,Diesel,,- (g/km),167800.0,TYP: FDE6 - VARIANTE: P8FA - Größe: H2L2
95963,land-rover,Land Rover Discovery Sport,grey,08/2020,2020,46890,132,179,Automatic,Diesel,"5,8 l/100 km",147 g/km,35000.0,D180 R-Dynamic SE HUD 21 Navi e-Sitze Rückfahrkam.
36186,bmw,BMW 520,grey,01/2017,2017,20200,140,190,Automatic,Diesel,"4,5 l/100 km",123 g/km,156000.0,5er 520d Touring Aut../HUD/Leder/RFK/Std.Heiz
61864,ford,Ford Focus,grey,12/2014,2014,10900,88,120,Manual,Diesel,"3,8 l/100 km",98 g/km,159815.0,Turnier 1.5 TDCi DPF Start-Stopp-System Business
25721,bmw,BMW 118,black,02/2006,2006,2888,95,129,Manual,Petrol,"7,8 l/100 km",188 g/km,208000.0,118i
18023,audi,Audi A3,silver,01/2019,2019,21689,85,116,Automatic,Petrol,"5,1 l/100 km",118 g/km,26446.0,design 30 TFSI S-TRO*NAV*SHZ*
16644,audi,Audi S6,blue,11/2019,2019,58940,257,349,Automatic,Diesel,"6,5 l/100 km",171 g/km,63174.0,Avant 3.0 TDI quattro basis Navi ACC HD-Matrix
16962,audi,Audi A3,grey,01/2019,2019,25340,110,150,Automatic,Petrol,"5,2 l/100 km",117 g/km,43844.0,Sportback 35 TFSI S tronic sport
76812,honda,Honda Civic,blue,06/2019,2019,37690,235,320,Manual,Petrol,"7,8 l/100 km",178 g/km,30200.0,Type R Turbo GT Lim. 5-trg. *Remus* Honda Garantie
87677,kia,Kia Picanto,silver,03/2006,2006,2150,48,65,Manual,Petrol,"4,9 l/100 km",- (g/km),155000.0,1.1 LX
13370,audi,Audi A6,grey,10/2017,2017,28460,140,190,Automatic,Diesel,"5,4 l/100 km",141 g/km,78462.0,Avant 2.0 TDI quattro AHK NAVI KAMERA LED
13235,audi,Audi Q2,grey,04/2017,2017,24999,140,190,Automatic,Diesel,"4,9 l/100 km",128 g/km,104300.0,"2.0 TDI S tronic quattro S-line,Pano,B&O,LED"
75389,ford,Ford Transit Custom,red,05/2023,2023,41470,77,105,Manual,Diesel,"6,3 l/100 km",164 g/km,10.0,Kasten 280 L1H1 Trend -11%*
23717,bmw,BMW Z3,silver,08/1999,1999,18900,110,150,Automatic,Petrol,"9,2 l/100 km",220 g/km,53000.0,318i e36 Compact
19921,audi,Audi e-tron,grey,12/2021,2021,63880,158,215,Automatic,Electric,,276 km Reichweite,6959.0,50 S line quattro MATRIX PANO AHK
80260,hyundai,Hyundai i30,silver,03/2018,2018,17990,103,140,Manual,Petrol,"5,5 l/100 km",0 g/km,45555.0,1.4 T-GDI Style Sitzheizung Lenkradheizung
87751,kia,Kia Picanto,black,04/2010,2010,3490,48,65,Manual,Petrol,"5,3 l/100 km",127 g/km,134000.0,1.1 Vision*2.HAND*KLIMA*TÜV / AU NEU*
94511,land-rover,Land Rover Range Rover Evoque,grey,09/2017,2017,30990,177,241,Automatic,Petrol,"7,8 l/100 km",187 g/km,58292.0,HSE Dynamic 2.0 4x4 360-Kam Luftfederung LED
81369,hyundai,Hyundai i30,white,08/2019,2019,14900,73,99,Manual,Petrol,"6,2 l/100 km",143 g/km,35400.0,1.4 Select
16895,audi,Audi A5,grey,09/2019,2019,27850,140,190,Automatic,Petrol,6 l/100 km,137 g/km,35500.0,Sportback 40 TFSI SPORT LED/NAVI/PDC/SHZ/ACC
28292,bmw,BMW 535,grey,01/2010,2010,10899,220,299,Automatic,Diesel,"6,7 l/100 km",- (g/km),163000.0,535d Gran Turismo Voll
85749,jaguar,Jaguar F-Pace,black,11/2022,2022,77092,150,204,Automatic,Diesel,"5,2 l/100 km",138 g/km,8500.0,"F-PACE D200 R-Dyn.*Black*21""AHK ACC Pano WinterP"
67349,ford,Ford Kuga,red,02/2018,2018,23999,132,179,Automatic,Diesel,"5,2 l/100 km",134 g/km,74857.0,ST-Line*Navi*Xenon*Panorama*Acc*
57663,ford,Ford Focus,silver,12/2001,2001,1350,74,101,Manual,Petrol,"6,8 l/100 km",- (g/km),260522.0,"Lim. Ambiente 1,4 Met.Lack Radio"
87554,jeep,Jeep Avenger,black,05/2023,2023,42700,115,156,Automatic,Electric,,0 g/km,15.0,AVENGER ELEKTRO SUMMIT
31690,bmw,BMW X1,silver,01/2013,2013,15999,135,184,Automatic,Petrol,"7,5 l/100 km",167 g/km,72804.0,20i xDrive Automatik |NAVI|AHK|XENON|RFK|PDC|
74890,ford,Ford Puma,blue,02/2023,2023,25790,92,125,Manual,Petrol,"4,3 l/100 km",97 g/km,20.0,"1,0 EcoBoost Mild-Hybrid MT ST-Line"
19591,audi,Audi Q2,white,10/2020,2020,26900,110,150,Automatic,Petrol,"5,2 l/100 km",119 g/km,18900.0,"35 TFSI S tronic design Anhängevorrichtung,  Navi"
34233,bmw,BMW 118,white,07/2015,2015,18000,100,136,Manual,Petrol,5 l/100 km,- (g/km),87000.0,118i Sport Line
6509,audi,Audi A6,grey,12/2012,2012,19600,230,313,Automatic,Diesel,"6,4 l/100 km",- (g/km),207000.0,Avant 3.0 TDI DPF quattro tiptronic sport selectio
96683,land-rover,Land Rover Range Rover Evoque,white,04/2022,2022,55330,147,200,Automatic,Petrol,"7,8 l/100 km",176 g/km,12000.0,P200 aut. R-Dynamic S
920,alfa-romeo,Alfa Romeo Giulia,white,08/2020,2020,64700,375,510,Automatic,Petrol,12 l/100 km,243 g/km,6340.0,2.9 V6 Bi-Turbo AT8 Quadrifoglio
55837,fiat,Fiat Ducato,grey,10/2021,2021,16490,90,122,Automatic,Electric,,249 km Reichweite,2000.0,eDucato-Electric Vehicle  L2H2 - ELEKTRO
11720,audi,Audi A4,grey,11/2016,2016,25490,160,218,Automatic,Diesel,"4,9 l/100 km",129 g/km,59100.0,3.0 TDI quattro S-tronic Xenon Navi Leder  Kamera
8034,audi,Audi Q3,black,01/2013,2013,18780,103,140,Manual,Diesel,"5,2 l/100 km",138 g/km,83777.0,2.0 TDI Navi Sitzheiz Totwinkel Bi-Xenon PDC
71009,ford,Ford Focus,blue,09/2020,2020,15859,88,120,Automatic,Diesel,"4,1 l/100 km",106 g/km,74542.0,Cool&Connect Navigation|Sitzheizung|PDC
79388,hyundai,Hyundai i10,black,08/2017,2017,10710,49,67,Manual,Petrol,"4,7 l/100 km",108 g/km,38898.0,1.0 YES!*TEMPO*LIM*SHZ*LHZ*ALU*KLIMA*
98170,mazda,Mazda 3,black,06/2013,2013,10488,110,150,Manual,Petrol,"7,4 l/100 km",174 g/km,80482.0,"Sport Edition 2.0 DISI, 110KW, ALU-17, RVM, ...."
949,alfa-romeo,Alfa Romeo Stelvio,grey,10/2021,2021,45950,206,280,Automatic,Petrol,"7,4 l/100 km",168 g/km,48558.0,Veloce Q4
63051,ford,Ford Ranger,black,01/2015,2015,27800,147,200,Automatic,Diesel,,- (g/km),44000.0,DOKA LIMITED
12222,audi,Audi Q5,black,05/2016,2016,21440,132,179,Manual,Petrol,"7,5 l/100 km",172 g/km,74886.0,2.0TFSI qu. MMI-NAVIGATION-KLIMA-LM-RELING
34645,bmw,BMW 120,grey,12/2016,2016,18999,140,190,Automatic,Diesel,"3,9 l/100 km",103 g/km,119825.0,d M Sport Lim. 5-trg. (F20)
9509,audi,Audi A4,white,12/2014,2014,14900,110,150,Manual,Diesel,"4,7 l/100 km",- (g/km),183000.0,A4 2.0 TDI DPF clean diesel quattro Ambiente
2465,audi,Audi S4,black,03/2004,2004,22489,253,344,Automatic,Petrol,"12,4 l/100 km",298 g/km,66000.0,4.2 V8 quattro DT. FZG 2.HD AUDI EXCLUSIVE
18359,audi,Audi Q3,white,04/2019,2019,38680,169,230,Automatic,Petrol,"7,6 l/100 km",173 g/km,44000.0,45 TFSI quattro S-line S-tronic Bang + Olufsen
25876,bmw,BMW 318,silver,12/2006,2006,3500,95,129,Manual,Petrol,"7,3 l/100 km",175 g/km,211000.0,318i - Top Gepflegt!
40009,bmw,BMW i3,white,11/2019,2019,24000,125,170,Automatic,Electric,,301 km Reichweite,31400.0,i3 (120 Ah)
57292,fiat,Fiat 500,black,02/2023,2023,18780,52,71,Manual,Petrol,"4,6 l/100 km",104 g/km,4.0,MY23 1.0 Hybrid 70
66439,ford,Ford Edge,white,09/2017,2017,28990,154,209,Automatic,Diesel,"5,9 l/100 km",0 g/km,62426.0,2.0 Bi-TDCi ST-Line LED Navi ACC Kamera DAB
32186,bmw,BMW X5,grey,11/2014,2014,26780,190,258,Automatic,Diesel,"5,9 l/100 km",156 g/km,182000.0,xDrive 30d AHK l Pano l Xenon l DrivingAssistant
32763,bmw,BMW 530,black,08/2014,2014,25500,190,258,Automatic,Diesel,"5,3 l/100 km",- (g/km),107000.0,530d Aut. Luxury Line
28189,bmw,BMW X1,grey,03/2010,2010,8990,105,143,Manual,Diesel,"5,2 l/100 km",136 g/km,148000.0,sDrive 18d (E84) Navi / Panoramadach
65752,ford,Ford Focus,red,06/2017,2017,18090,110,150,Manual,Petrol,"5,6 l/100 km",128 g/km,50119.0,Turnier ST-Line 1.5 EcoBoost Scheckheft sehr gepfl
45011,citroen,Citroen Berlingo,grey,07/2018,2018,18990,75,102,Manual,Diesel,"4,2 l/100 km",111 g/km,86700.0,Feel M*2.Hand*Navi*Tüv/Au+Ölservice neu*SHZ
83054,hyundai,Hyundai i10,silver,06/2022,2022,15650,49,67,Manual,Petrol,"4,1 l/100 km",96 g/km,21830.0,1.0i 5MT  Comfort / Tempom./ DAB Carplay Nebel ...
40322,bmw,BMW 430,blue,04/2020,2020,41220,185,252,Automatic,Petrol,8 l/100 km,120 g/km,55609.0,430iA Gran Coupe Navi|Kamera|Sitzhzg|Head Up
18533,audi,Audi Q2,orange,03/2019,2019,21560,85,116,Manual,Petrol,"5,1 l/100 km",117 g/km,39554.0,"1.0 TFSI DESIGN LED+NAVI+2xPDC+GRA+SHZ+17"""
53890,fiat,Fiat 500C,blue,03/2017,2017,14490,51,69,Manual,Petrol,"4,9 l/100 km",0 g/km,33614.0,1.2 Mirror Faltdach PDC GRA Klima Uconnect
31813,bmw,BMW 116,white,01/2013,2013,12000,100,136,Automatic,Petrol,"5,8 l/100 km",134 g/km,180000.0,116i Aut. Sport Line guter Zustand katte Neu
89273,kia,Kia Sportage,blue,06/2018,2018,17390,97,132,Manual,Petrol,"6,7 l/100 km",156 g/km,29948.0,Dream Team Navi PDC Sitz-&Lenkradhzng
63635,ford,Ford Focus,blue,03/2016,2016,9580,88,120,Automatic,Diesel,"3,8 l/100 km",99 g/km,161860.0,"Lim.Autom,TÜV, Insp neu,GW Garantie ab 89€"
47806,dacia,Dacia Sandero,red,07/2010,2010,4999,64,87,Manual,Petrol,"7,6 l/100 km",180 g/km,109841.0,1.6 MPI Stepway*Klima*TÜV-11-2024
6779,audi,Audi Q3,black,03/2012,2012,9990,103,140,Manual,Diesel,"5,2 l/100 km",137 g/km,254000.0,2.0 TDI KLIMA SITZHEIZUNG *EURO 5* II.HAND
18438,audi,Audi A4,white,11/2019,2019,26680,170,231,Automatic,Diesel,"6,9 l/100 km",181 g/km,126300.0,45TDI qua S-Trc LED AHK GRA CAM Sitzh
39773,bmw,BMW 520,silver,02/2019,2019,27999,140,190,Automatic,Diesel,"4,7 l/100 km",123 g/km,61355.0,d Stop&Go AHK Lordos NaviBusines Kamera Alarm
14904,audi,Audi A4,brown,05/2018,2018,24590,110,150,Manual,Petrol,"5,7 l/100 km",131 g/km,36500.0,"Avant 1,4 TFSI design BI-XENON NAVI GRA PDC LM SH"
12082,audi,Audi Q3,black,07/2016,2016,19990,110,150,Automatic,Petrol,"6,2 l/100 km",143 g/km,92340.0,sport
55281,fiat,Fiat 500,grey,03/2020,2020,13460,51,69,Manual,Petrol,"5,5 l/100 km",133 g/km,23359.0,1.2 Star *NAVI*KLIMA*PANO*ALU*GARANTIE*
35858,bmw,BMW 140,blue,03/2017,2017,26999,250,340,Automatic,Petrol,"7,1 l/100 km",- (g/km),116000.0,M140i Sport-Aut.
36177,bmw,BMW 318,grey,01/2017,2017,16900,110,150,Automatic,Diesel,4 l/100 km,106 g/km,140000.0,d xDrive Touring Luxury Line*PANO*LED*KAMERA*
36835,bmw,BMW 218,silver,01/2017,2017,14850,100,136,Manual,Petrol,"5,5 l/100 km",130 g/km,82000.0,i Cabrio Navi Bi-Xenon Top Zustand
17376,audi,Audi e-tron,red,07/2019,2019,56950,300,408,Automatic,Electric,,389 km Reichweite,3000.0,55 qu. advanced MATRIX HEAD-UP VIRTUAL KAMERA ACC
99322,mazda,Mazda 6,black,02/2018,2018,22900,141,192,Manual,Unknown,,- (g/km),92000.0,M6 SKYACTIV-G 165
20985,audi,Audi RS3,red,12/2022,2022,74320,294,400,Automatic,Petrol,"8,8 l/100 km",202 g/km,5200.0,"Limousine 2,5 TFSI quattro"
20743,audi,Audi RS6,yellow,01/2022,2022,30950,441,600,Automatic,Petrol,13 l/100 km,294 g/km,28426.0,Avant TFSI quattro Keramik/P-Dach/Matrix/22''
47461,citroen,Citroen C3 Aircross,grey,04/2023,2023,22995,81,110,Manual,Petrol,6 l/100 km,137 g/km,10.0,110 PT Facelift Shine Pack Schbd Navi Kamera
68838,ford,Ford Focus,blue,02/2019,2019,22280,134,182,Manual,Petrol,"5,2 l/100 km",149 g/km,56528.0,1.5 EcoBoost ST-Line *NAVI*CAM*SHZ*ALU*
71340,ford,Ford Kuga,grey,12/2020,2020,24750,110,150,Manual,Petrol,"6,2 l/100 km",143 g/km,19900.0,"Titanium 4x2 - ACC,Navi,Sitzheizung"
95333,land-rover,Land Rover Discovery Sport,grey,06/2019,2019,37300,132,179,Automatic,Diesel,"6,4 l/100 km",170 g/km,50000.0,TD4 SE Black Edition EURO 6d-TEM
89529,kia,Kia Sportage,red,05/2018,2018,18880,97,132,Manual,Petrol,"6,7 l/100 km",156 g/km,70015.0,"Dream Team Navi, Soundsystem"
98974,mazda,Mazda CX-5,blue,02/2018,2018,22990,118,160,Manual,Petrol,"6,8 l/100 km",159 g/km,80241.0,Skyactiv-G 160 AWD Sports-Line
86855,jeep,Jeep Renegade,grey,12/2021,2021,24990,88,120,Manual,Petrol,"5,6 l/100 km",128 g/km,16500.0,"MY21 Limited 1.0l 88 KW/120 PS Winterpaket,"
61275,ford,Ford Kuga,black,01/2013,2013,11500,103,140,Manual,Diesel,"6,1 l/100 km",- (g/km),170000.0,Kuga 2.0 TDCi 4x4 Titanium
12423,audi,Audi A4,silver,06/2016,2016,24890,185,252,Automatic,Petrol,"6,1 l/100 km",139 g/km,110000.0,Avant 2.0 TFSI Aut. quattro sport  S line 1HD
96318,land-rover,Land Rover Range Rover Sport,black,11/2021,2021,82500,221,300,Automatic,Diesel,"8,3 l/100 km",200 g/km,13310.0,HSE
56948,fiat,Fiat 500,grey,02/2023,2023,16990,52,71,Manual,Hybrid,"4,6 l/100 km",106 g/km,99.0,1.0 GSE HYBRID DOLCEVITA CARPLAY KLIMAAUTOMATIK
75091,ford,Ford Puma,grey,05/2023,2023,31290,147,200,Manual,Petrol,"6,6 l/100 km",149 g/km,32.0,ST X 147kW Pano ParkAss WiPa B&O el.Heck
84805,jaguar,Jaguar E-Pace,white,09/2018,2018,35750,221,300,Automatic,Petrol,8 l/100 km,181 g/km,26669.0,P300 R-Dynamic SE WINTER-PAKET MATRIX-LED 20
91159,kia,Kia XCeed,black,03/2020,2020,27180,150,204,Automatic,Petrol,"6,5 l/100 km",0 g/km,32000.0,1.6 Xdition Kamera+Applink+SHZv.h.+Induktion+Navi+
30635,bmw,BMW X3,silver,10/2012,2012,17990,190,258,Automatic,Diesel,5 l/100 km,159 g/km,180000.0,X Line
5981,audi,Audi A6,black,06/2011,2011,17950,125,170,Automatic,Petrol,"8,5 l/100 km",204 g/km,115102.0,3.0 TDI DPF multitronic
54314,fiat,Fiat 500,red,04/2018,2018,11900,51,69,Manual,Petrol,"4,9 l/100 km",115 g/km,45759.0,1.2 8V Lounge Navi-Klimaautom.-PDC-Alu
87635,jeep,Jeep Renegade,white,03/2023,2023,31880,96,131,Automatic,Hybrid,"5,8 l/100 km",131 g/km,10.0,E-HYBRID - UPLAND - WINTERPAKET - ALPINE WHITE - D
24577,bmw,BMW 330,silver,05/2003,2003,4990,150,204,Manual,Diesel,"6,6 l/100 km",177 g/km,369000.0,d Edition Sport M PACKET*Harmann Kardon*
74431,ford,Ford Focus,silver,08/2022,2022,31950,92,125,Manual,Petrol,"4,1 l/100 km",95 g/km,50.0,Turnier Active X*FACELIFT*SYNC4*LED
17342,audi,Audi RS4,red,06/2019,2019,69999,331,450,Automatic,Petrol,,- (g/km),37500.0,2.9l V6 450PS Quattro Avant Misanorot 280 km/h
69062,ford,Ford Fiesta,grey,05/2019,2019,19850,147,200,Manual,Petrol,6 l/100 km,158 g/km,42494.0,ST mit LEDER-EXKLUSIV-PAKET SHZ Leder
76668,honda,Honda Jazz,grey,01/2018,2018,13990,75,102,Manual,Petrol,"5,1 l/100 km",117 g/km,33407.0,1.3 i-VTEC Trend *24 MONATE GW-GARANTIE*
18739,audi,Audi TTS,yellow,01/2020,2020,49500,225,306,Automatic,Petrol,"7,2 l/100 km",- (g/km),14300.0,Audi TT Roadster TFSI quattro S tronic
25385,bmw,BMW 525,silver,11/2005,2005,6950,160,218,Automatic,Petrol,"9,4 l/100 km",227 g/km,213000.0,i LIMO. LEDER NAVI XENON PDC SHZ TEMP. 1.HD
25321,bmw,BMW 116,black,08/2005,2005,3799,85,116,Manual,Petrol,"7,5 l/100 km",181 g/km,270000.0,525i
27085,bmw,BMW 530,black,06/2008,2008,8500,173,235,Automatic,Diesel,"6,8 l/100 km",- (g/km),274000.0,530d Touring Aut.
79580,hyundai,Hyundai i10,white,06/2017,2017,13990,64,87,Manual,Petrol,"4,9 l/100 km",0 g/km,37117.0,1.2 YES! Plus Navi SHZ LHZ DAB APP PDC GRA
54657,fiat,Fiat 500,grey,03/2019,2019,13940,51,69,Manual,Petrol,"5,3 l/100 km",124 g/km,24958.0,Lounge 1.2 8V EU6d-T Faltdach Musikstreaming SD Te
84049,hyundai,Hyundai KONA,white,03/2023,2023,36990,100,136,Automatic,Electric,,305 km Reichweite,1500.0,"Elektro 39 kwh TREND, ASSISTENZ-Paket, Kamera, SHZ"
88401,kia,Kia Optima,white,07/2015,2015,14490,100,136,Automatic,Diesel,"5,1 l/100 km",135 g/km,158414.0,Spirit*PANORAMA*LEDER*XENON*NAVI*KAMERA*
2630,audi,Audi A6,grey,09/2005,2005,6500,130,177,Automatic,Petrol,"9,6 l/100 km",- (g/km),170000.0,2.4 multitronic
51204,daihatsu,Daihatsu Sirion,black,11/2006,2006,2250,51,69,Manual,Petrol,5 l/100 km,118 g/km,190000.0,1.0 TÜV & AU INSP.   NEU
16400,audi,Audi A4,white,06/2018,2018,30980,140,190,Automatic,Diesel,"4,4 l/100 km",116 g/km,56796.0,Avant 2.0 S TRON NAVI VIRT ACC PANO LEDER
6323,audi,Audi Q5,grey,05/2012,2012,13999,132,179,Manual,Petrol,"8,4 l/100 km",195 g/km,161000.0,2.0 TFSI quattro
85738,jaguar,Jaguar F-Pace,black,07/2022,2022,66422,184,250,Automatic,Petrol,"7,8 l/100 km",218 g/km,25500.0,F-PACE P250 AWD Aut. R-Dyn S BlackP PiviP Leder
46394,citroen,Citroen C4,blue,06/2021,2021,19950,96,131,Manual,Petrol,"5,5 l/100 km",124 g/km,19100.0,PureTech 130 Stop&Start FEEL
85482,jaguar,Jaguar E-Pace,white,05/2020,2020,29588,110,150,Automatic,Diesel,6 l/100 km,158 g/km,31000.0,E-PACE D150 Aut AWD R-Dyn S LED Nav Kam 18Z PDC
53914,fiat,Fiat Panda,grey,11/2017,2017,9990,51,69,Manual,Petrol,"5,2 l/100 km",123 g/km,11217.0,More Garantie* TÜV Neu* nur 11.000 km* TOP
17953,audi,Audi A4,silver,11/2019,2019,28880,120,163,Automatic,Diesel,"3,8 l/100 km",100 g/km,41100.0,Avant 35 TDI S-tronic Navi Panorama-Glasdach
91989,kia,Kia Ceed / cee'd,green,12/2022,2022,32690,118,160,Automatic,Petrol,"5,8 l/100 km",132 g/km,50.0,Sportswagon Spirit 1.5 T-GDI incl. GD /Tech
22085,audi,Audi Q4 e-tron,grey,04/2023,2023,46090,125,170,Automatic,Electric,,323 km Reichweite,5000.0,35 e-tron basis LED PDC Wärmepumpe Smartphone i...
195,alfa-romeo,Alfa Romeo 159,black,06/2006,2006,2250,110,150,Manual,Diesel,6 l/100 km,159 g/km,215000.0,1.9 JTDM 16V Progression (140)
85777,jaguar,Jaguar F-Pace,white,07/2022,2022,59188,184,250,Automatic,Petrol,"7,8 l/100 km",218 g/km,25500.0,F-PACE P250 AWD Aut. R-Dyn S SchiebeD 20Z BlackP
55060,fiat,Fiat 500C,white,07/2019,2019,14499,51,69,Manual,Petrol,,- (g/km),49025.0,500 C 1.2 8V Start
20255,audi,Audi A6,silver,12/2021,2021,52810,150,204,Automatic,Diesel,"5,6 l/100 km",146 g/km,19432.0,40 TDI sport Navi Pano HuD VC AHK Tour
45315,citroen,Citroen C3,grey,02/2019,2019,12999,60,82,Manual,Petrol,"4,8 l/100 km",110 g/km,21540.0,Shine PDC SHZ TEMPO KAMERA
97533,maserati,Maserati Quattroporte,black,10/2019,2019,49890,202,275,Automatic,Diesel,"7,2 l/100 km",189 g/km,81300.0,3.0 V6 Diesel GranLusso
87997,kia,Kia Rio,white,11/2013,2013,4500,55,75,Manual,Diesel,"3,8 l/100 km",101 g/km,250000.0,Business Line
65568,ford,Ford Kuga,grey,07/2017,2017,25990,134,182,Automatic,Petrol,"7,5 l/100 km",0 g/km,39875.0,1.5 EB 4x4  Vignale Xenon Navi Kamera DAB
22107,audi,Audi A1,grey,05/2023,2023,32630,70,95,Automatic,Petrol,"5,9 l/100 km",134 g/km,2000.0,Sportback 25 TFSI S line tronic/Navi/Rückfahrk
31059,bmw,BMW X1,brown,11/2013,2013,14400,135,184,Automatic,Diesel,5 l/100 km,129 g/km,115000.0,sDrive20d X-Line Aut. Navi. Leder
29479,bmw,BMW 320,black,11/2011,2011,7999,135,184,Automatic,Diesel,"5,4 l/100 km",142 g/km,199500.0,d Touring (E91)
44224,citroen,Citroen C1,red,09/2014,2014,6499,51,69,Manual,Petrol,"4,2 l/100 km",97 g/km,80848.0,Airscape VTi 68 ETG Feel
69271,ford,Ford Edge,grey,11/2019,2019,35850,175,238,Automatic,Diesel,,- (g/km),60800.0,2.0 EcoBlue Bi-Turbo 4x4 Aut. ST-LINE
75521,ford,Ford Transit Custom,black,05/2023,2023,54970,125,170,Manual,Diesel,"6,2 l/100 km",161 g/km,10.0,Kasten 300 L1H1 Trail/Navi
90100,kia,Kia Sportage,grey,03/2019,2019,22950,130,177,Manual,Petrol,"7,6 l/100 km",175 g/km,39950.0,2WD 8x Alu Navi AHK Sitz/Lenkradheizung
7663,audi,Audi A1,red,09/2013,2013,11500,90,122,Manual,Petrol,"5,3 l/100 km",124 g/km,110662.0,1.4 TFSI Ambition
60446,ford,Ford Focus,grey,06/2012,2012,7400,85,116,Manual,Diesel,"4,2 l/100 km",111 g/km,153900.0,Turnier 1.6 TDCi Champions Edition - UEFA
75550,ford,Ford Mustang Mach-E,black,04/2023,2023,73850,258,351,Automatic,Electric,,0 g/km,1906.0,AWD PREMIUM
3282,audi,Audi A6,grey,07/2007,2007,12599,130,177,Automatic,Petrol,10 l/100 km,240 g/km,59400.0,Lim. 2.4 Multitronic NAVI~LEDER~XENON~SHZ~PDC
92745,kia,Kia XCeed,green,03/2023,2023,32490,118,160,Automatic,Petrol,"6,1 l/100 km",139 g/km,150.0,1.5 T-GDI  GT- Line
73009,ford,Ford Fiesta,red,05/2021,2021,20990,114,155,Manual,Hybrid,,- (g/km),26655.0,ST-Line X HYBRID VOLL-AUSSTATTUNG
12347,audi,Audi A3,silver,02/2016,2016,13990,110,150,Manual,Diesel,"4,7 l/100 km",125 g/km,166000.0,Ambiente quattro **NAVI+XENON+SCHECKHEFT AUDI
86951,jeep,Jeep Wrangler,blue,11/2022,2022,72369,280,381,Automatic,Hybrid,"3,5 l/100 km",79 g/km,10.0,PHEV MY23 Sahara
13940,audi,Audi A3,black,04/2017,2017,16307,110,150,Manual,Petrol,5 l/100 km,115 g/km,88400.0,1.4 TFSI Sportback  Xenon Tempomat Klimaaut.
36570,bmw,BMW X6 M,black,06/2017,2017,37999,280,381,Automatic,Diesel,"7,8 l/100 km",206 g/km,190000.0,Nappa Leder 22 Zoll Luma Alufelgen
49881,dacia,Dacia Duster,black,11/2021,2021,21320,85,116,Manual,Diesel,,132 g/km,25347.0,Blue dCi 115 2WD Prestige KLIMA R-KAM SITZHEIZUNG
43091,bmw,BMW X5,black,05/2023,2023,83900,250,340,Automatic,Diesel,6 l/100 km,180 g/km,50.0,xDrive40d M Sport Glasdach Head Up ACC Kamera HiFi
15681,audi,Audi SQ5,black,08/2018,2018,31999,260,354,Automatic,Petrol,,189 g/km,67326.0,3.0 TFSI ViCo Matrix Luftf Sthz TopV DAB AHK
49337,dacia,Dacia Duster,red,07/2019,2019,14991,85,116,Manual,Diesel,"4,2 l/100 km",111 g/km,135001.0,Prestige Plus Blue dCi 115 2WD NAVI
68399,ford,Ford Edge,white,10/2018,2018,25900,154,209,Automatic,Diesel,"5,9 l/100 km",149 g/km,99999.0,"ST-Line 4x4 Navi EPH,AHK,Kamera, Panorama Schiebe"
11820,audi,Audi TT,grey,07/2016,2016,31500,169,230,Automatic,Petrol,"6,6 l/100 km",153 g/km,72451.0,Coupe 2.0 TFSI quattro Leder S Line Xenon PDC
72070,ford,Ford Transit,silver,01/2020,2020,27900,88,120,Automatic,Diesel,"4,7 l/100 km",125 g/km,52600.0,Connect Kombi lang Trend
23813,bmw,BMW 320,black,09/2000,2000,14900,125,170,Manual,Petrol,"9,4 l/100 km",- (g/km),61500.0,320 Ci
22270,audi,Audi Q8,red,02/2023,2023,108730,300,408,Automatic,Electric,,0 g/km,6721.0,Q8 S line 55 Sportsitze+ NP: 128.016 
60590,ford,Ford Fiesta,black,12/2012,2012,5999,60,82,Manual,Petrol,"5,7 l/100 km",135 g/km,170000.0,Trend
55225,fiat,Fiat Tipo,grey,05/2020,2020,17000,88,120,Manual,Petrol,"7,1 l/100 km",- (g/km),34000.0,Tipo Kombi 1.4 T-Jet S-Design
